OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10873,WILMK,4,"Friday, February 6, 1998","Friday, March 6, 1998","Monday, February 9, 1998",1,0.82,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10812,REGGC,5,"Friday, January 2, 1998","Friday, January 30, 1998","Monday, January 12, 1998",1,59.78,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10818,MAGAA,7,"Wednesday, January 7, 1998","Wednesday, February 4, 1998","Monday, January 12, 1998",3,65.48,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10406,QUEEN,7,"Tuesday, January 7, 1997","Tuesday, February 18, 1997","Monday, January 13, 1997",1,108.04,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10788,QUICK,1,"Monday, December 22, 1997","Monday, January 19, 1998","Monday, January 19, 1998",2,42.7,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10832,LAMAI,2,"Wednesday, January 14, 1998","Wednesday, February 11, 1998","Monday, January 19, 1998",2,43.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10834,TRADH,1,"Thursday, January 15, 1998","Thursday, February 12, 1998","Monday, January 19, 1998",3,29.78,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10843,VICTE,4,"Wednesday, January 21, 1998","Wednesday, February 18, 1998","Monday, January 26, 1998",2,9.26,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10844,PICCO,8,"Wednesday, January 21, 1998","Wednesday, February 18, 1998","Monday, January 26, 1998",2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10416,WARTH,8,"Thursday, January 16, 1997","Thursday, February 13, 1997","Monday, January 27, 1997",3,22.72,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10420,WELLI,3,"Tuesday, January 21, 1997","Tuesday, February 18, 1997","Monday, January 27, 1997",1,44.12,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10421,QUEDE,8,"Tuesday, January 21, 1997","Tuesday, March 4, 1997","Monday, January 27, 1997",1,99.23,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10424,MEREP,7,"Thursday, January 23, 1997","Thursday, February 20, 1997","Monday, January 27, 1997",2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10797,DRACD,7,"Thursday, December 25, 1997","Thursday, January 22, 1998","Monday, January 5, 1998",2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10798,ISLAT,2,"Friday, December 26, 1997","Friday, January 23, 1998","Monday, January 5, 1998",1,2.33,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10799,KOENE,9,"Friday, December 26, 1997","Friday, February 6, 1998","Monday, January 5, 1998",3,30.76,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10800,SEVES,1,"Friday, December 26, 1997","Friday, January 23, 1998","Monday, January 5, 1998",3,137.44,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10806,VICTE,3,"Wednesday, December 31, 1997","Wednesday, January 28, 1998","Monday, January 5, 1998",2,22.11,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10396,FRANK,1,"Friday, December 27, 1996","Friday, January 10, 1997","Monday, January 6, 1997",3,135.35,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10582,BLAUS,3,"Friday, June 27, 1997","Friday, July 25, 1997","Monday, July 14, 1997",2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10589,GREAL,8,"Friday, July 4, 1997","Friday, August 1, 1997","Monday, July 14, 1997",2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10590,MEREP,4,"Monday, July 7, 1997","Monday, August 4, 1997","Monday, July 14, 1997",3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10595,ERNSH,2,"Thursday, July 10, 1997","Thursday, August 7, 1997","Monday, July 14, 1997",1,96.78,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10251,VICTE,3,"Monday, July 8, 1996","Monday, August 5, 1996","Monday, July 15, 1996",1,41.34,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10255,RICSU,9,"Friday, July 12, 1996","Friday, August 9, 1996","Monday, July 15, 1996",3,148.33,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10599,BSBEV,6,"Tuesday, July 15, 1997","Tuesday, August 26, 1997","Monday, July 21, 1997",3,29.98,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10600,HUNGC,4,"Wednesday, July 16, 1997","Wednesday, August 13, 1997","Monday, July 21, 1997",1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10257,HILAA,4,"Tuesday, July 16, 1996","Tuesday, August 13, 1996","Monday, July 22, 1996",3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10260,OTTIK,4,"Friday, July 19, 1996","Friday, August 16, 1996","Monday, July 29, 1996",1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10564,RATTC,4,"Tuesday, June 10, 1997","Tuesday, July 8, 1997","Monday, June 16, 1997",3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10547,SEVES,3,"Friday, May 23, 1997","Friday, June 20, 1997","Monday, June 2, 1997",2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10548,TOMSP,3,"Monday, May 26, 1997","Monday, June 23, 1997","Monday, June 2, 1997",2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10574,TRAIH,4,"Thursday, June 19, 1997","Thursday, July 17, 1997","Monday, June 30, 1997",2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10575,MORGK,5,"Friday, June 20, 1997","Friday, July 4, 1997","Monday, June 30, 1997",1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany
10576,TORTU,3,"Monday, June 23, 1997","Monday, July 7, 1997","Monday, June 30, 1997",3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10577,TRAIH,9,"Monday, June 23, 1997","Monday, August 4, 1997","Monday, June 30, 1997",2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10560,FRANK,8,"Friday, June 6, 1997","Friday, July 4, 1997","Monday, June 9, 1997",1,36.65,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10561,FOLKO,2,"Friday, June 6, 1997","Friday, July 4, 1997","Monday, June 9, 1997",2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10933,ISLAT,6,"Friday, March 6, 1998","Friday, April 3, 1998","Monday, March 16, 1998",3,54.15,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10938,QUICK,3,"Tuesday, March 10, 1998","Tuesday, April 7, 1998","Monday, March 16, 1998",2,31.89,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10947,BSBEV,3,"Friday, March 13, 1998","Friday, April 10, 1998","Monday, March 16, 1998",2,3.26,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10886,HANAR,1,"Friday, February 13, 1998","Friday, March 13, 1998","Monday, March 2, 1998",1,4.99,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10914,QUEEN,6,"Friday, February 27, 1998","Friday, March 27, 1998","Monday, March 2, 1998",1,21.19,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10915,TORTU,2,"Friday, February 27, 1998","Friday, March 27, 1998","Monday, March 2, 1998",2,3.51,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10940,BONAP,8,"Wednesday, March 11, 1998","Wednesday, April 8, 1998","Monday, March 23, 1998",3,19.77,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10950,MAGAA,1,"Monday, March 16, 1998","Monday, April 13, 1998","Monday, March 23, 1998",2,2.5,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10959,GOURL,6,"Wednesday, March 18, 1998","Wednesday, April 29, 1998","Monday, March 23, 1998",2,4.98,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10962,QUICK,8,"Thursday, March 19, 1998","Thursday, April 16, 1998","Monday, March 23, 1998",2,275.79,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10476,HILAA,8,"Monday, March 17, 1997","Monday, April 14, 1997","Monday, March 24, 1997",3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10480,FOLIG,6,"Thursday, March 20, 1997","Thursday, April 17, 1997","Monday, March 24, 1997",2,1.35,Folies gourmandes,184 chaussée de Tournai,Lille,NULL,59000,France
10427,PICCO,4,"Monday, January 27, 1997","Monday, February 24, 1997","Monday, March 3, 1997",2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10455,WARTH,8,"Monday, February 24, 1997","Monday, April 7, 1997","Monday, March 3, 1997",2,180.45,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10457,KOENE,2,"Tuesday, February 25, 1997","Tuesday, March 25, 1997","Monday, March 3, 1997",1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10460,FOLKO,8,"Friday, February 28, 1997","Friday, March 28, 1997","Monday, March 3, 1997",1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10961,QUEEN,8,"Thursday, March 19, 1998","Thursday, April 16, 1998","Monday, March 30, 1998",1,104.47,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10965,OLDWO,6,"Friday, March 20, 1998","Friday, April 17, 1998","Monday, March 30, 1998",3,144.38,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10969,COMMI,1,"Monday, March 23, 1998","Monday, April 20, 1998","Monday, March 30, 1998",2,0.21,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10485,LINOD,4,"Tuesday, March 25, 1997","Tuesday, April 8, 1997","Monday, March 31, 1997",2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10916,RANCH,1,"Friday, February 27, 1998","Friday, March 27, 1998","Monday, March 9, 1998",2,63.77,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10920,AROUT,4,"Tuesday, March 3, 1998","Tuesday, March 31, 1998","Monday, March 9, 1998",2,29.61,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10921,VAFFE,1,"Tuesday, March 3, 1998","Tuesday, April 14, 1998","Monday, March 9, 1998",1,176.48,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10530,PICCO,3,"Thursday, May 8, 1997","Thursday, June 5, 1997","Monday, May 12, 1997",2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10532,EASTC,7,"Friday, May 9, 1997","Friday, June 6, 1997","Monday, May 12, 1997",3,74.46,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
10531,OCEAN,7,"Thursday, May 8, 1997","Thursday, June 5, 1997","Monday, May 19, 1997",1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10537,RICSU,1,"Wednesday, May 14, 1997","Wednesday, May 28, 1997","Monday, May 19, 1997",1,78.85,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10542,KOENE,1,"Tuesday, May 20, 1997","Tuesday, June 17, 1997","Monday, May 26, 1997",3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
11022,HANAR,9,"Tuesday, April 14, 1998","Tuesday, May 12, 1998","Monday, May 4, 1998",2,6.27,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
11049,GOURL,3,"Friday, April 24, 1998","Friday, May 22, 1998","Monday, May 4, 1998",1,8.34,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
11060,FRANS,2,"Thursday, April 30, 1998","Thursday, May 28, 1998","Monday, May 4, 1998",2,10.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
11064,SAVEA,1,"Friday, May 1, 1998","Friday, May 29, 1998","Monday, May 4, 1998",1,30.09,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
11066,WHITC,7,"Friday, May 1, 1998","Friday, May 29, 1998","Monday, May 4, 1998",2,44.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10518,TORTU,4,"Friday, April 25, 1997","Friday, May 9, 1997","Monday, May 5, 1997",2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10733,BERGS,1,"Friday, November 7, 1997","Friday, December 5, 1997","Monday, November 10, 1997",3,110.11,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10345,QUICK,2,"Monday, November 4, 1996","Monday, December 2, 1996","Monday, November 11, 1996",2,249.06,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10739,VINET,3,"Wednesday, November 12, 1997","Wednesday, December 10, 1997","Monday, November 17, 1997",3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,NULL,51100,France
10352,FURIB,3,"Tuesday, November 12, 1996","Tuesday, November 26, 1996","Monday, November 18, 1996",3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10744,VAFFE,6,"Monday, November 17, 1997","Monday, December 15, 1997","Monday, November 24, 1997",1,69.19,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10750,WARTH,9,"Friday, November 21, 1997","Friday, December 19, 1997","Monday, November 24, 1997",1,79.3,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10353,PICCO,7,"Wednesday, November 13, 1996","Wednesday, December 11, 1996","Monday, November 25, 1996",3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10339,MEREP,2,"Monday, October 28, 1996","Monday, November 25, 1996","Monday, November 4, 1996",2,15.66,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10342,FRANK,4,"Wednesday, October 30, 1996","Wednesday, November 13, 1996","Monday, November 4, 1996",2,54.83,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10692,ALFKI,4,"Friday, October 3, 1997","Friday, October 31, 1997","Monday, October 13, 1997",2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
10699,MORGK,3,"Thursday, October 9, 1997","Thursday, November 6, 1997","Monday, October 13, 1997",3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany
10323,KOENE,4,"Monday, October 7, 1996","Monday, November 4, 1996","Monday, October 14, 1996",1,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10325,KOENE,1,"Wednesday, October 9, 1996","Wednesday, October 23, 1996","Monday, October 14, 1996",3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10326,BOLID,4,"Thursday, October 10, 1996","Thursday, November 7, 1996","Monday, October 14, 1996",2,77.92,Bólido Comidas preparadas,C/ Araquil 67,Madrid,NULL,28023,Spain
10327,FOLKO,2,"Friday, October 11, 1996","Friday, November 8, 1996","Monday, October 14, 1996",1,63.36,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10703,FOLKO,6,"Tuesday, October 14, 1997","Tuesday, November 11, 1997","Monday, October 20, 1997",2,152.3,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10331,BONAP,9,"Wednesday, October 16, 1996","Wednesday, November 27, 1996","Monday, October 21, 1996",1,10.19,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10332,MEREP,3,"Thursday, October 17, 1996","Thursday, November 28, 1996","Monday, October 21, 1996",2,52.84,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10714,SAVEA,5,"Wednesday, October 22, 1997","Wednesday, November 19, 1997","Monday, October 27, 1997",3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10716,RANCH,4,"Friday, October 24, 1997","Friday, November 21, 1997","Monday, October 27, 1997",2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10330,LILAS,3,"Wednesday, October 16, 1996","Wednesday, November 13, 1996","Monday, October 28, 1996",1,12.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10334,VICTE,8,"Monday, October 21, 1996","Monday, November 18, 1996","Monday, October 28, 1996",2,8.56,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France
10638,LINOD,3,"Wednesday, August 20, 1997","Wednesday, September 17, 1997","Monday, September 1, 1997",1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10644,WELLI,3,"Monday, August 25, 1997","Monday, September 22, 1997","Monday, September 1, 1997",2,0.14,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10657,SAVEA,2,"Thursday, September 4, 1997","Thursday, October 2, 1997","Monday, September 15, 1997",2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10661,HUNGO,7,"Tuesday, September 9, 1997","Tuesday, October 7, 1997","Monday, September 15, 1997",3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10292,TRADH,1,"Wednesday, August 28, 1996","Wednesday, September 25, 1996","Monday, September 2, 1996",2,1.35,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10666,RICSU,7,"Friday, September 12, 1997","Friday, October 10, 1997","Monday, September 22, 1997",2,232.42,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10669,SIMOB,2,"Monday, September 15, 1997","Monday, October 13, 1997","Monday, September 22, 1997",1,24.39,Simons bistro,Vinbæltet 34,Kobenhavn,NULL,1734,Denmark
10306,ROMEY,1,"Monday, September 16, 1996","Monday, October 14, 1996","Monday, September 23, 1996",3,7.56,Romero y tomillo,Gran Vía 1,Madrid,NULL,28001,Spain
10676,TORTU,2,"Monday, September 22, 1997","Monday, October 20, 1997","Monday, September 29, 1997",2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10652,GOURL,4,"Monday, September 1, 1997","Monday, September 29, 1997","Monday, September 8, 1997",2,7.14,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10658,QUICK,4,"Friday, September 5, 1997","Friday, October 3, 1997","Monday, September 8, 1997",1,364.15,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
11008,ERNSH,7,"Wednesday, April 8, 1998","Wednesday, May 6, 1998","Saturday, December 31, 9999",3,79.46,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
11019,RANCH,6,"Monday, April 13, 1998","Monday, May 11, 1998","Saturday, December 31, 9999",3,3.17,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
11039,LINOD,1,"Tuesday, April 21, 1998","Tuesday, May 19, 1998","Saturday, December 31, 9999",2,65,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
11040,GREAL,4,"Wednesday, April 22, 1998","Wednesday, May 20, 1998","Saturday, December 31, 9999",3,18.84,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
11045,BOTTM,6,"Thursday, April 23, 1998","Thursday, May 21, 1998","Saturday, December 31, 9999",2,70.58,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11051,LAMAI,7,"Monday, April 27, 1998","Monday, May 25, 1998","Saturday, December 31, 9999",3,2.79,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
11054,CACTU,8,"Tuesday, April 28, 1998","Tuesday, May 26, 1998","Saturday, December 31, 9999",1,0.33,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
11058,BLAUS,9,"Wednesday, April 29, 1998","Wednesday, May 27, 1998","Saturday, December 31, 9999",3,31.14,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
11059,RICAR,2,"Wednesday, April 29, 1998","Wednesday, June 10, 1998","Saturday, December 31, 9999",2,85.8,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
11061,GREAL,4,"Thursday, April 30, 1998","Thursday, June 11, 1998","Saturday, December 31, 9999",3,14.01,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
11062,REGGC,4,"Thursday, April 30, 1998","Thursday, May 28, 1998","Saturday, December 31, 9999",2,29.93,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
11065,LILAS,8,"Friday, May 1, 1998","Friday, May 29, 1998","Saturday, December 31, 9999",1,12.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
11068,QUEEN,8,"Monday, May 4, 1998","Monday, June 1, 1998","Saturday, December 31, 9999",2,81.75,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
11070,LEHMS,2,"Tuesday, May 5, 1998","Tuesday, June 2, 1998","Saturday, December 31, 9999",1,136,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
11071,LILAS,1,"Tuesday, May 5, 1998","Tuesday, June 2, 1998","Saturday, December 31, 9999",1,0.93,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
11072,ERNSH,4,"Tuesday, May 5, 1998","Tuesday, June 2, 1998","Saturday, December 31, 9999",2,258.64,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
11073,PERIC,2,"Tuesday, May 5, 1998","Tuesday, June 2, 1998","Saturday, December 31, 9999",2,24.95,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
11074,SIMOB,7,"Wednesday, May 6, 1998","Wednesday, June 3, 1998","Saturday, December 31, 9999",2,18.44,Simons bistro,Vinbæltet 34,Kobenhavn,NULL,1734,Denmark
11075,RICSU,8,"Wednesday, May 6, 1998","Wednesday, June 3, 1998","Saturday, December 31, 9999",2,6.19,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
11076,BONAP,4,"Wednesday, May 6, 1998","Wednesday, June 3, 1998","Saturday, December 31, 9999",2,38.28,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
11077,RATTC,1,"Wednesday, May 6, 1998","Wednesday, June 3, 1998","Saturday, December 31, 9999",2,8.53,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10482,LAZYK,1,"Friday, March 21, 1997","Friday, April 18, 1997","Thursday, April 10, 1997",3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10493,LAMAI,4,"Wednesday, April 2, 1997","Wednesday, April 30, 1997","Thursday, April 10, 1997",3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
11002,SAVEA,4,"Monday, April 6, 1998","Monday, May 4, 1998","Thursday, April 16, 1998",1,141.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
11018,LONEP,4,"Monday, April 13, 1998","Monday, May 11, 1998","Thursday, April 16, 1998",2,11.65,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
11020,OTTIK,2,"Tuesday, April 14, 1998","Tuesday, May 12, 1998","Thursday, April 16, 1998",2,43.3,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10500,LAMAI,6,"Wednesday, April 9, 1997","Wednesday, May 7, 1997","Thursday, April 17, 1997",1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10967,TOMSP,2,"Monday, March 23, 1998","Monday, April 20, 1998","Thursday, April 2, 1998",2,62.22,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10971,FRANR,2,"Tuesday, March 24, 1998","Tuesday, April 21, 1998","Thursday, April 2, 1998",2,121.82,France restauration,54 rue Royale,Nantes,NULL,44000,France
10981,HANAR,1,"Friday, March 27, 1998","Friday, April 24, 1998","Thursday, April 2, 1998",2,193.37,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10985,HUNGO,2,"Monday, March 30, 1998","Monday, April 27, 1998","Thursday, April 2, 1998",1,91.51,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10989,QUEDE,2,"Tuesday, March 31, 1998","Tuesday, April 28, 1998","Thursday, April 2, 1998",1,34.76,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10978,MAISD,9,"Thursday, March 26, 1998","Thursday, April 23, 1998","Thursday, April 23, 1998",2,32.82,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
11032,WHITC,2,"Friday, April 17, 1998","Friday, May 15, 1998","Thursday, April 23, 1998",3,606.19,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
11033,RICSU,7,"Friday, April 17, 1998","Friday, May 15, 1998","Thursday, April 23, 1998",3,84.74,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10512,FAMIA,7,"Monday, April 21, 1997","Monday, May 19, 1997","Thursday, April 24, 1997",2,3.53,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10490,HILAA,7,"Monday, March 31, 1997","Monday, April 28, 1997","Thursday, April 3, 1997",2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
11038,SUPRD,1,"Tuesday, April 21, 1998","Tuesday, May 19, 1998","Thursday, April 30, 1998",2,29.59,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
11048,BOTTM,7,"Friday, April 24, 1998","Friday, May 22, 1998","Thursday, April 30, 1998",3,24.12,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10994,VAFFE,2,"Thursday, April 2, 1998","Thursday, April 16, 1998","Thursday, April 9, 1998",3,65.53,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10620,LAUGB,2,"Tuesday, August 5, 1997","Tuesday, September 2, 1997","Thursday, August 14, 1997",3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
